title,variant,price,imgUrl,link,l1,l2,l3,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
女士V领连体衣，采用Supplex面料，Bori短款上衣,白色的_均码,13.82,https://cf.shopee.com.br/file/br-11134207-81z1k-mg4bhrur9nuof4,http://shopee.com.br/product/378273049/22094574635,Women Clothes,Tops,Bodysuits,IVCN202603130430,109870792858,https://detail.1688.com/offer/774465840650.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22094574635,13.82,,
两件装女士连体衣：基本款复古半罩杯连体衣，带塑形衬垫，流行颜色。,黑色+棕色_均码,23.66,https://cf.shopee.com.br/file/br-11134207-7r98o-lxy2rzdu42aafa,http://shopee.com.br/product/294925502/22097671050,Women Clothes,Tops,Bodysuits,IVCN202603130433,228769701520,https://detail.1688.com/offer/908244702313.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22097671050,23.66,,
两件装女士露背连体衣，休闲百搭，超级舒适，带衬垫罩杯。,黑白_均码,22.43,https://cf.shopee.com.br/file/br-11134207-81z1k-mh55p516pc7b7b,http://shopee.com.br/product/1416569541/22099214877,Women Clothes,Tops,Bodysuits,IVCN202603130435,139836908066,https://detail.1688.com/offer/908244702313.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22099214877,22.43,,
三件套女士连体衣，短袖垂褶上衣，基础款连体衣，博主时尚,黑-卡布奇诺-绿_L,17.07,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0og9v4s7b9a3,http://shopee.com.br/product/968302991/22294463152,Women Clothes,Tops,Bodysuits,IVCN202603130437,179409445205,https://detail.1688.com/offer/533048558336.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22294463152,17.07,,
三件套女士连体衣，短袖垂褶上衣，基础款连体衣，博主时尚,黑-卡布奇诺-绿_M,17.56,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0og9v4s7b9a3,http://shopee.com.br/product/968302991/22294463152,Women Clothes,Tops,Bodysuits,IVCN202603130437,179409445211,https://detail.1688.com/offer/533048558336.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22294463152,17.56,,
三件套女士连体衣，短袖垂褶上衣，基础款连体衣，博主时尚,黑-卡布奇诺-绿_XL,17.51,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0og9v4s7b9a3,http://shopee.com.br/product/968302991/22294463152,Women Clothes,Tops,Bodysuits,IVCN202603130437,189612391693,https://detail.1688.com/offer/533048558336.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22294463152,17.51,,
三件套女士连体衣，短袖垂褶上衣，基础款连体衣，博主时尚,黑卡布奇诺蓝_XL,16.87,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0og9v4s7b9a3,http://shopee.com.br/product/968302991/22294463152,Women Clothes,Tops,Bodysuits,IVCN202603130437,209184631368,https://detail.1688.com/offer/533048558336.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22294463152,16.87,,
三件套女士连体衣，短袖垂褶上衣，基础款连体衣，博主时尚,黑卡布奇诺蓝_M,18.07,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0og9v4s7b9a3,http://shopee.com.br/product/968302991/22294463152,Women Clothes,Tops,Bodysuits,IVCN202603130437,209184631370,https://detail.1688.com/offer/533048558336.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22294463152,18.07,,
三件套女士连体衣，短袖垂褶上衣，基础款连体衣，博主时尚,黑卡布奇诺蓝_L,17.54,https://cf.shopee.com.br/file/br-11134207-81z1k-mh0og9v4s7b9a3,http://shopee.com.br/product/968302991/22294463152,Women Clothes,Tops,Bodysuits,IVCN202603130437,209184631371,https://detail.1688.com/offer/533048558336.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22294463152,17.54,,
KIT 03 女士吊带连体衣，带衬垫罩杯,1个黑色-1个红色-1个白色_均码,26.15,https://cf.shopee.com.br/file/br-11134207-7r98o-ly4ajizoq5vkae,http://shopee.com.br/product/1176676455/22393182909,Women Clothes,Tops,Bodysuits,IVCN202603130444,229406934307,https://detail.1688.com/offer/770923428909.html?spm=a26352.b28411319.offerlist.77.173b1e62a71usY,,0318_WA,22393182909,26.15,,
KIT 03 女士吊带连体衣，带衬垫罩杯,1件黑色-1件红色-1件裸色_均码,26.15,https://cf.shopee.com.br/file/br-11134207-7r98o-ly4ajizoq5vkae,http://shopee.com.br/product/1176676455/22393182909,Women Clothes,Tops,Bodysuits,IVCN202603130444,229406934308,https://detail.1688.com/offer/770923428909.html?spm=a26352.b28411319.offerlist.77.173b1e62a71usY,,0318_WA,22393182909,26.15,,
KIT 03 女士吊带连体衣，带衬垫罩杯,1个黑色-1个红色-1个蓝色_均码,26.15,https://cf.shopee.com.br/file/br-11134207-7r98o-ly4ajizoq5vkae,http://shopee.com.br/product/1176676455/22393182909,Women Clothes,Tops,Bodysuits,IVCN202603130444,229406934310,https://detail.1688.com/offer/770923428909.html?spm=a26352.b28411319.offerlist.77.173b1e62a71usY,,0318_WA,22393182909,26.15,,
女士蕾丝薄纱连体衣，配有可调节肩带和钢圈 - 嘉年华性感内衣,黑色_均码,11.49,https://cf.shopee.com.br/file/br-11134207-81z1k-mhi45ock9tz70b,http://shopee.com.br/product/404214829/22398737913,Women Clothes,Tops,Bodysuits,IVCN202603130448,179718976816,https://detail.1688.com/offer/709021326672.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22398737913,11.49,,
女士蕾丝薄纱连体衣，配有可调节肩带和钢圈 - 嘉年华性感内衣,棕色的_均码,11.88,https://cf.shopee.com.br/file/br-11134207-81z1k-mhi45ock9tz70b,http://shopee.com.br/product/404214829/22398737913,Women Clothes,Tops,Bodysuits,IVCN202603130448,179718976817,https://detail.1688.com/offer/709021326672.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22398737913,11.88,,
女士蕾丝薄纱连体衣，配有可调节肩带和钢圈 - 嘉年华性感内衣,红色的_均码,14.02,https://cf.shopee.com.br/file/br-11134207-81z1k-mhi45ock9tz70b,http://shopee.com.br/product/404214829/22398737913,Women Clothes,Tops,Bodysuits,IVCN202603130448,228789500429,https://detail.1688.com/offer/709021326672.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22398737913,14.02,,
大码水钻连体衣，尺码 G1 G2，带亮片和水晶的背心，适合派对、新系列、圣诞节、2025 年新年夜。,黑色_L1 46-48,8.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m2rb6ug5muad9c,http://shopee.com.br/product/325396217/22497351879,Women Clothes,Tops,Bodysuits,IVCN202603130452,229422725171,https://detail.1688.com/offer/725515735141.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22497351879,8.4,,
大码水钻连体衣，尺码 G1 G2，带亮片和水晶的背心，适合派对、新系列、圣诞节、2025 年新年夜。,黑色_L3 52,8.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m2rb6ug5muad9c,http://shopee.com.br/product/325396217/22497351879,Women Clothes,Tops,Bodysuits,IVCN202603130452,238790472703,https://detail.1688.com/offer/725515735141.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22497351879,8.4,,
大码双色零领泳衣，高弹力，可拆卸胸垫,棕色的_52-L2,32,https://cf.shopee.com.br/file/br-11134207-7r98o-m70shijxkoj491,http://shopee.com.br/product/1286433801/22498304749,Women Clothes,Tops,Bodysuits,IVCN202603130457,129832690549,https://detail.1688.com/offer/931494685128.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22498304749,32,,
大码双色零领泳衣，高弹力，可拆卸胸垫,蓝色的_52-L2,32,https://cf.shopee.com.br/file/br-11134207-7r98o-m70shijxkoj491,http://shopee.com.br/product/1286433801/22498304749,Women Clothes,Tops,Bodysuits,IVCN202603130457,129832690551,https://detail.1688.com/offer/931494685128.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22498304749,32,,
大码双色零领泳衣，高弹力，可拆卸胸垫,棕色的_46升,32,https://cf.shopee.com.br/file/br-11134207-7r98o-m70shijxkoj491,http://shopee.com.br/product/1286433801/22498304749,Women Clothes,Tops,Bodysuits,IVCN202603130457,129832690556,https://detail.1688.com/offer/931494685128.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22498304749,32,,
大码双色零领泳衣，高弹力，可拆卸胸垫,蓝色的_56-L4,32,https://cf.shopee.com.br/file/br-11134207-7r98o-m70shijxkoj491,http://shopee.com.br/product/1286433801/22498304749,Women Clothes,Tops,Bodysuits,IVCN202603130457,129832690565,https://detail.1688.com/offer/931494685128.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22498304749,32,,
三件套无肩带双色连体衣 - 时尚潮流 - 2024 夏季 - 特价优惠,黑色、白色和裸色_均码,25.56,https://cf.shopee.com.br/file/br-11134207-7r98o-lmvxg7q85gdz8e,http://shopee.com.br/product/424871094/22592535775,Women Clothes,Tops,Bodysuits,IVCN202603130464,149774416600,https://detail.1688.com/offer/1007966833569.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22592535775,25.56,,
三件套或单件装：女士短袖连体衣，方领，氨纶材质，镂空袖，双层衬里，优质面料,黑色 白色 棕色_均码 36-42,21.26,https://cf.shopee.com.br/file/sg-11134201-7rbmv-m5yxfbrevlg84e,http://shopee.com.br/product/1033332315/22593702463,Women Clothes,Tops,Bodysuits,IVCN202603130466,199603613135,https://detail.1688.com/offer/834593847926.html?spm=a26352.b28411319.offerlist.18.1cdb1e62uqJQsy,,0318_WA,22593702463,21.26,,
三件套或单件装：女士短袖连体衣，方领，氨纶材质，镂空袖，双层衬里，优质面料,黑棕色裸色_均码 36-42,22.07,https://cf.shopee.com.br/file/sg-11134201-7rbmv-m5yxfbrevlg84e,http://shopee.com.br/product/1033332315/22593702463,Women Clothes,Tops,Bodysuits,IVCN202603130466,199603613137,https://detail.1688.com/offer/705358695543.html?spm=a26352.b28411319.offerlist.45.18ee1e6256JHCZ,,0318_WA,22593702463,22.07,,
3件装或1件装：女士弹力连体衣，长袖，方领，均码，舒适,3 黑白裸体_均码 36-42,19.8,https://cf.shopee.com.br/file/sg-11134201-7rbki-m5yxgo9hv0bc83,http://shopee.com.br/product/1033332315/22593702501,Women Clothes,Tops,Bodysuits,IVCN202603130469,229416374370,https://detail.1688.com/offer/651877665214.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22593702501,19.8,,
3件装或1件装：女士弹力连体衣，长袖，方领，均码，舒适,3 黑色 白色 棕色_均码 36-42,26.23,https://cf.shopee.com.br/file/sg-11134201-7rbki-m5yxgo9hv0bc83,http://shopee.com.br/product/1033332315/22593702501,Women Clothes,Tops,Bodysuits,IVCN202603130469,229416374373,https://detail.1688.com/offer/705358695543.html?spm=a26352.b28411319.offerlist.45.18ee1e6256JHCZ,,0318_WA,22593702501,26.23,,
3件装或1件装：女士弹力连体衣，长袖，方领，均码，舒适,3 白色 棕色 裸色_均码 36-42,19.8,https://cf.shopee.com.br/file/sg-11134201-7rbki-m5yxgo9hv0bc83,http://shopee.com.br/product/1033332315/22593702501,Women Clothes,Tops,Bodysuits,IVCN202603130469,229416374374,https://detail.1688.com/offer/651877665214.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22593702501,19.8,,
3件装或1件装：女士弹力连体衣，长袖，方领，均码，舒适,3 黑棕色裸色_均码 36-42,26.23,https://cf.shopee.com.br/file/sg-11134201-7rbki-m5yxgo9hv0bc83,http://shopee.com.br/product/1033332315/22593702501,Women Clothes,Tops,Bodysuits,IVCN202603130469,229416374377,https://detail.1688.com/offer/705358695543.html?spm=a26352.b28411319.offerlist.45.18ee1e6256JHCZ,,0318_WA,22593702501,26.23,,
女士双环泳衣、女士连体衣、比基尼、露脐上衣、连衣裙、带胸垫的女士衬衫。,棕色的_L,26.08,https://cf.shopee.com.br/file/br-11134207-7r98o-m6fk0gfjbwbrbe,http://shopee.com.br/product/970486355/22593724361,Women Clothes,Tops,Bodysuits,IVCN202603130474,129836680074,https://detail.1688.com/offer/823233124059.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22593724361,26.08,,
女士双环泳衣、女士连体衣、比基尼、露脐上衣、连衣裙、带胸垫的女士衬衫。,黑色_L,26.03,https://cf.shopee.com.br/file/br-11134207-7r98o-m6fk0gfjbwbrbe,http://shopee.com.br/product/970486355/22593724361,Women Clothes,Tops,Bodysuits,IVCN202603130474,129836680075,https://detail.1688.com/offer/823233124059.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22593724361,26.03,,
女士双环泳衣、女士连体衣、比基尼、露脐上衣、连衣裙、带胸垫的女士衬衫。,黑色_M,17.82,https://cf.shopee.com.br/file/br-11134207-7r98o-m6fk0gfjbwbrbe,http://shopee.com.br/product/970486355/22593724361,Women Clothes,Tops,Bodysuits,IVCN202603130474,228779833780,https://detail.1688.com/offer/823233124059.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22593724361,17.82,,
女士双环泳衣、女士连体衣、比基尼、露脐上衣、连衣裙、带胸垫的女士衬衫。,棕色的_M,17.07,https://cf.shopee.com.br/file/br-11134207-7r98o-m6fk0gfjbwbrbe,http://shopee.com.br/product/970486355/22593724361,Women Clothes,Tops,Bodysuits,IVCN202603130474,228779833781,https://detail.1688.com/offer/823233124059.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,,0318_WA,22593724361,17.07,,
Kit Bodys Bory Boddie Body Suplex 高级女士背心，基础休闲款，双层衬里,套装包含 3 件：棕色、米色和黑色。_均码（适合36至42码）,17.88,https://cf.shopee.com.br/file/br-11134207-7r98o-ma4qe2wrb47bbd,http://shopee.com.br/product/820626017/22894043156,Women Clothes,Tops,Bodysuits,IVCN202603130595,119868845335,https://detail.1688.com/offer/717991025368.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17732263795062477e11c7&token=w%2FvuJdden7NMiiKyrSHerMY6%2BogASczf%2FKHSqDnR89AVR7CrvAyuW3mLTcjCq%2B52,,0318_WA,22894043156,17.88,,
索菲亚连体衣，编织领口，长袖，胸部区域采用硅胶效果衬里——2026 年的流行趋势。,海军蓝_S,13.56,https://cf.shopee.com.br/file/br-11134207-7r98o-md91e8469edd43,http://shopee.com.br/product/1131206077/22898687763,Women Clothes,Tops,Bodysuits,IVCN202603130481,159789438675,https://detail.1688.com/offer/834432306741.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717732264028213003e1083&token=af%2FZ9EH3mw%2FTRmMVZrglJj7FFDwm4OzSXot9yiRo%2Fvzq6rMh5JdKMj7vmz%2F4434W,,0318_WA,22898687763,13.56,,
索菲亚连体衣，编织领口，长袖，胸部区域采用硅胶效果衬里——2026 年的流行趋势。,黑色_M,14.15,https://cf.shopee.com.br/file/br-11134207-7r98o-md91e8469edd43,http://shopee.com.br/product/1131206077/22898687763,Women Clothes,Tops,Bodysuits,IVCN202603130481,159789438686,https://detail.1688.com/offer/834432306741.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717732264028213003e1083&token=af%2FZ9EH3mw%2FTRmMVZrglJj7FFDwm4OzSXot9yiRo%2Fvzq6rMh5JdKMj7vmz%2F4434W,,0318_WA,22898687763,14.15,,
一套3件单肩无袖紧身衣，采用Suplex面料，带扣子,海军蓝/黑色/白色_均码（36/42）,46.82,https://cf.shopee.com.br/file/br-11134207-81z1k-mg86xthe5zbb47,http://shopee.com.br/product/1272167578/22899126920,Women Clothes,Tops,Bodysuits,IVCN202603130486,159549715493,https://detail.1688.com/offer/649530743164.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17732266337402251e0e26&token=XU1ZK7XU0AHSzqqxhvGl7rp3vWagU0T5R7kaBdOrYA4%2BgIHU95Rv8SWqqDC51WHl,,0318_WA,22899126920,46.82,,
一套3件单肩无袖紧身衣，采用Suplex面料，带扣子,棕色/黑色/白色_均码（36/42）,46.75,https://cf.shopee.com.br/file/br-11134207-81z1k-mg86xthe5zbb47,http://shopee.com.br/product/1272167578/22899126920,Women Clothes,Tops,Bodysuits,IVCN202603130486,159549715496,https://detail.1688.com/offer/649530743164.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17732266337402251e0e26&token=XU1ZK7XU0AHSzqqxhvGl7rp3vWagU0T5R7kaBdOrYA4%2BgIHU95Rv8SWqqDC51WHl,,0318_WA,22899126920,46.75,,
